Location,Person Count,Vehicle Count,Injuries,Date,Hit Parked Car
BROADWAY BETWEEN HARVARD AVE AND E UNION ST,4,2,1,21/08/2004,N
WALL ST BETWEEN ELLIOTT AVE AND WESTERN AVE,4,2,0,21/08/2004,N
E ROANOKE ST BETWEEN EASTLAKE AVE E AND FRANKLIN AVE E,2,2,0,05/01/2004,N
16TH AVE S AND S LUCILE ST,4,2,0,24/08/2004,N
VIRGINIA ST BETWEEN 4TH AVE AND 5TH AVE,2,2,0,02/04/2004,N
15TH AVE NW BETWEEN NW 83RD ST AND NW 85TH ST,2,2,0,13/01/2004,N
8TH AVE SW AND SW ROXBURY ST,2,2,1,09/06/2004,N
BLANCHARD ST BETWEEN WESTERN AVE AND 1ST AVE,2,2,0,28/10/2004,N
6TH AVE BETWEEN PIKE ST AND PINE ST,0,0,0,06/12/2004,N
20TH AVE NW BETWEEN NW 59TH ST AND NW 60TH ST,2,2,0,26/09/2004,N
2ND AVE AND BLANCHARD ST,2,2,0,18/06/2004,N
9TH AVE AND JAMES ST,3,2,0,02/04/2004,N
23RD AVE S BETWEEN S MAIN ST AND S JACKSON ST,2,2,0,08/09/2004,N
E HARRISON ST BETWEEN 34TH AVE E AND 36TH AVE E,0,0,0,16/09/2004,N
1ST AVE AND VIRGINIA ST,3,1,1,22/04/2004,N
4TH AVE BETWEEN SPRING ST AND SENECA ST,7,4,2,01/09/2004,N
1ST AVE AND BROAD ST,0,0,0,10/10/2004,N
37TH AVE SW BETWEEN SW SNOQUALMIE ST AND SW ALASKA ST,2,2,0,04/09/2004,N
STANLEY AVE S AND S ALBRO PL,2,2,0,23/07/2004,N
WALLINGFORD AVE N BETWEEN N 55TH ST AND CANFIELD PL N,2,2,0,11/10/2004,N
S SPOKANE SR ST BETWEEN COLORADO AVE S AND 1ST AV S OFF RP,2,2,0,22/07/2004,N
SWIFT AVE S BETWEEN S GRAHAM ST AND SWIFT AV OFF RP,3,3,0,27/05/2004,N
28TH AVE NE AND NE 127TH ST,2,2,1,09/07/2004,N
8TH AVE AND MADISON ST,5,2,0,11/05/2004,N
CHELAN AVE SW BETWEEN SW SPOKANE NR ST AND SW SPOKANE ST,0,0,0,03/11/2004,N
6TH AVE AND JAMES ST,0,0,0,17/11/2004,N
BOREN AVE AND JEFFERSON ST,4,2,3,24/11/2004,N
1ST AVE S BETWEEN S MEAD ST AND S FIDALGO ST,1,1,0,19/03/2004,N
HIGHLAND PARK WAY SW BETWEEN WEST MARGINAL WAY SW AND SW OTHELLO ST,6,4,3,06/07/2004,N
S BAILEY ST BETWEEN CORSON AVE S AND CARLETON AVE S,0,0,0,12/10/2004,N
E MADISON ST BETWEEN 12TH AVE AND 13TH AVE,5,4,0,30/08/2004,N
SENECA ST OFF RP BETWEEN ALASKAN WY VI NB AND 1ST AVE,2,2,0,07/08/2004,N
9TH AVE SW AND SW BARTON ST,3,2,0,31/05/2004,N
WESTERN AVE BETWEEN BELL ST AND BATTERY ST,2,2,0,10/05/2004,N
16TH AVE SW BETWEEN SW BRANDON ST AND SW FINDLAY ST,2,2,1,15/03/2004,N
WALLINGFORD AVE N BETWEEN N 42ND ST AND N 43RD ST,2,2,0,12/07/2004,N
MERCER ST BETWEEN DEXTER AVE N AND 8TH AVE N,0,0,0,27/06/2004,N
BATTERY ST TUNNEL NB BETWEEN ALASKAN WY VI NB AND AURORA AVE N,0,0,0,23/08/2004,N
M L KING JR ER WAY S AND S OTHELLO ST,3,2,1,01/11/2004,N
35TH AVE NE BETWEEN NE 105TH ST AND NE 110TH ST,2,2,0,04/02/2004,N
RAINIER AVE S AND S ORCHARD ST,2,2,0,20/09/2004,N
1ST AVE BETWEEN MADISON ST AND SPRING ST,3,3,0,30/12/2004,N
QUEEN ANNE AVE N BETWEEN BLAINE ST AND HOWE ST,2,2,0,17/02/2004,N
CALIFORNIA WAY SW BETWEEN CALIFORNIA AVE SW AND FERRY AVE SW,2,2,1,21/01/2004,N
NE 90TH ST BETWEEN 12TH AVE NE AND 15TH AVE NE,2,2,0,05/09/2004,N
N NORTHGATE WAY BETWEEN AURORA AVE N AND MIDVALE AVE N,2,2,0,23/08/2004,N
30TH AVE S BETWEEN S MOUNT BAKER EB BV AND WETMORE AVE S,0,0,0,28/01/2004,N
AURORA AVE N BETWEEN N 117TH PL AND N 125TH ST,1,1,0,06/11/2004,N
AURORA AVE N BETWEEN N 112TH ST AND N 115TH ST,3,2,2,23/07/2004,N
AURORA AVE N AND N NORTHGATE WAY,2,2,0,31/07/2004,N
WEST MARGINAL WAY SW BETWEEN PUGET WAY SW AND SW BRANDON ST,0,3,0,26/03/2004,N
9TH AVE BETWEEN ALDER ST AND JEFFERSON ST,2,2,1,01/06/2004,N
41ST AVE S BETWEEN S DAKOTA ST AND S GENESEE ST,0,0,0,03/12/2004,N
QUEEN ANNE DR BETWEEN 2ND AVE N AND NOB HILL AVE N,1,1,0,02/01/2004,N
WESTLAKE AVE N BETWEEN NEWELL ST AND NICKERSON ST,1,1,0,06/05/2004,N
8TH AVE NW AND LEARY WAY NW,5,2,0,29/06/2004,N
LAKE CITY WAY NE AND NE 127TH ST,4,3,1,08/09/2004,N
N 107TH ST AND N NORTHGATE WAY,0,0,0,26/10/2004,N
WALL ST BETWEEN 4TH AVE AND 5TH AVE,0,0,0,06/03/2004,N
5TH AVE S AND S JACKSON ST,3,2,2,26/09/2004,N
W MERCER ST BETWEEN 2ND AVE W AND 3RD AVE W,3,2,0,26/07/2004,N
16TH AVE SW AND SW HOLDEN ST,0,0,0,29/09/2004,N
N 101ST ST BETWEEN LINDEN AVE N AND AURORA AVE N,5,3,1,05/09/2004,N
N 36TH ST BETWEEN DENSMORE AVE N AND WALLINGFORD AVE N,2,2,0,22/11/2004,N
SEWARD PARK AVE S BETWEEN S WILLOW ST AND S FRONTENAC ST,2,2,0,15/05/2004,N
15TH AVE NE BETWEEN NE CAMPUS WB PY AND NE 41ST ST,7,3,3,09/10/2004,N
6TH AVE AND VIRGINIA ST,2,1,1,01/12/2004,N
E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,0,0,0,02/09/2004,N
NE PACIFIC ST BETWEEN NE PACIFIC PL AND UNIV HOSPITAL DR,3,2,0,26/07/2004,N
WESTLAKE AVE N BETWEEN 8TH N AVE N AND BLAINE ST,2,2,2,24/10/2004,N
COLLEGE WAY N AND N 100TH ST,2,2,1,17/08/2004,N
BOREN AVE AND OLIVE WAY,7,3,0,29/01/2004,N
6TH AVE N AND JOHN ST,3,2,0,04/12/2004,N
QUEEN ANNE AVE N BETWEEN MCGRAW ST AND SMITH ST,3,2,0,01/05/2004,N
11TH AVE NE AND NE 56TH ST,0,0,0,22/12/2004,N
SW ORCHARD ST BETWEEN DUMAR WAY SW AND DELRIDGE WAY SW,2,2,0,05/04/2004,N
FAUNTLEROY WAY SW BETWEEN 42ND AVE SW AND CALIFORNIA AVE SW,2,2,0,24/07/2004,N
E MERCER ST BETWEEN BELLEVUE AVE E AND SUMMIT AVE E,5,2,0,21/05/2004,N
M L KING JR ER WAY S AND S WALDEN ST,0,0,0,22/10/2004,N
39TH AVE W BETWEEN W BERTONA ST AND W RUFFNER ST,0,0,0,14/07/2004,N
N 85TH ST BETWEEN WALLINGFORD AVE N AND BURKE AVE N,4,2,0,04/01/2004,N
SAND POINT WAY NE BETWEEN NE 110TH ST AND NE 113TH ST,3,2,3,04/10/2004,N
FREMONT AVE N AND N 43RD S ST,2,1,1,11/11/2004,N
NE 75TH ST BETWEEN 34TH AVE NE AND 35TH AVE NE,0,0,0,29/12/2004,N
RAINIER AVE S BETWEEN S CHARLESTOWN ST AND S ANDOVER ST,2,2,0,25/11/2004,N
PHINNEY AVE N AND N 48TH ST,3,2,0,19/07/2004,N
WEST SEATTLE BR EB BETWEEN 1ST AV S OFF RP AND SPOKANE ST - W SEA B RP,2,2,0,24/01/2004,N
,3,2,0,12/04/2004,N
S GRAHAM ST BETWEEN 38TH AVE S AND 39TH AVE S,5,2,0,29/03/2004,N
42ND AVE SW AND SW 104TH ST,2,2,0,01/04/2004,N
WEST MARGINAL WAY SW BETWEEN SW BRANDON ST AND SW FRONT ST,0,2,1,26/03/2004,N
ALASKAN WAY BETWEEN YESLER WAY AND COLUMBIA ST,0,0,0,29/01/2004,N
28TH AVE SW AND SW ADAMS ST,2,2,0,15/11/2004,N
5TH AVE AND SENECA ST,2,2,2,05/03/2004,N
42ND AVE SW AND SW ALASKA ST,2,2,2,08/01/2004,N
EAST MARGINAL WAY S BETWEEN S SPOKANE SR ST AND EAST MARGINAL NB WAY S,2,2,0,20/01/2004,N
RAINIER AVE S BETWEEN S COLLEGE S ST AND 25TH AVE S,2,2,0,20/03/2004,N
S JACKSON ST BETWEEN 20TH AVE S AND 20TH PL S,0,0,0,13/05/2004,N
49TH AVE SW AND SW OREGON ST,4,2,0,09/03/2004,N
FAUNTLEROY WAY SW BETWEEN SW OREGON ST AND 38TH AVE SW,0,0,0,07/09/2004,N
FEDERAL AVE E BETWEEN E GALER ST AND E GARFIELD ST,2,2,0,05/03/2004,N
AURORA AVE N BETWEEN N 117TH PL AND N 125TH ST,0,0,0,13/08/2004,N
WARREN AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2,2,0,19/06/2004,N
LINDEN AVE N BETWEEN N 41ST ST AND N 42ND ST,2,2,0,25/02/2004,N
U VILLAGE DR AND NE 45TH ST,2,2,0,12/11/2004,N
AURORA AVE N BETWEEN BATTERY ST TUNNEL NB AND THOMAS ST,1,1,0,07/05/2004,N
STEWART ST BETWEEN BOREN AVE AND MINOR AVE,2,2,0,17/05/2004,N
4TH AVE N AND MERCER ST,3,2,0,02/11/2004,N
14TH AVE E BETWEEN E JOHN ST AND E THOMAS E ST,2,2,0,11/11/2004,N
NE 145TH ST BETWEEN 1ST AVE NE AND 4TH AVE NE,2,2,0,16/03/2004,N
30TH AVE SW BETWEEN SW CITY VIEW ST AND SW HINDS ST,2,2,0,02/06/2004,N
MIDVALE AVE N BETWEEN N 85TH ST AND N 88TH ST,2,2,0,02/04/2004,N
DENNY WAY AND TAYLOR AVE N,7,2,4,06/09/2004,N
N NORTHGATE WAY BETWEEN MERIDIAN AVE N AND CORLISS AVE N,0,0,0,23/12/2004,N
MERCER SR ST BETWEEN BOREN AVE N AND FAIRVIEW N AVE N,2,2,0,09/12/2004,N
6TH AVE S AND S DEARBORN ST,0,0,0,06/11/2004,N
EASTLAKE AVE E BETWEEN E ALLISON ST AND HARVARD AVE E,3,3,1,23/04/2004,N
1ST AVE BETWEEN LENORA ST AND BLANCHARD ST,2,2,0,13/04/2004,N
SW THISTLE ST BETWEEN 26TH AVE SW AND 27TH AVE SW,2,2,1,13/05/2004,N
22ND AVE NE BETWEEN 22ND WR AVE NE AND NE 54TH ST,2,2,0,25/11/2004,N
45TH AVE NE AND NE 70TH ST,3,2,1,09/10/2004,N
N NORTHGATE WAY BETWEEN CORLISS AVE N AND 1ST AVE NE,0,0,0,22/12/2004,N
NE NORTHGATE WAY BETWEEN 24TH AVE NE AND LAKE CITY WAY NE,8,2,0,10/05/2004,N
6TH AVE AND UNION ST,2,2,1,18/07/2004,N
18TH AVE NE BETWEEN NE RAVENNA WB BV AND NE 58TH ST,0,0,0,01/10/2004,N
NE 80TH ST BETWEEN ROOSEVELT WAY NE AND 11TH AVE NE,0,0,0,13/02/2004,N
SAND POINT WAY NE BETWEEN NE 50TH ST AND NE 52ND ST,2,2,1,13/01/2004,N
QUEEN ANNE AVE N BETWEEN DRAVUS ST AND CREMONA ST,2,2,0,16/08/2004,N
S JACKSON ST BETWEEN 12TH AVE S AND 14TH AVE S,2,2,0,14/10/2004,N
RAINIER AVE S AND S HOLGATE ST,2,2,1,07/07/2004,N
N 85TH ST BETWEEN LINDEN AVE N AND AURORA AVE N,1,1,0,03/06/2004,N
35TH AVE NE AND NE 123RD ST,5,3,2,06/03/2004,N
24TH AVE E AND BOYER AVE E,0,0,0,13/12/2004,N
35TH AVE NE AND NE 95TH ST,2,2,0,11/05/2004,N
42ND AVE SW BETWEEN SW OREGON ST AND SW ALASKA ST,2,2,0,13/04/2004,N
DENNY WAY BETWEEN FAIRVIEW AVE AND MINOR AVE,2,2,1,05/08/2004,N
36TH AVE SW AND SW GENESEE ST,3,2,3,20/05/2004,N
17TH AVE NW AND NW DOCK PL,2,2,0,18/10/2004,N
WALLINGFORD AVE N BETWEEN N 54TH ST AND N 55TH ST,2,2,0,02/03/2004,N
INTERLAKE AVE N AND N 45TH ST,2,2,0,10/11/2004,N
S CLOVERDALE ST BETWEEN 8TH AVE S AND 10TH AVE S,7,2,1,16/08/2004,N
SW ELMGROVE ST BETWEEN 17TH AVE SW AND 18TH AVE SW,1,1,0,20/04/2004,N
22ND AVE NW AND NW 64TH ST,3,2,0,10/03/2004,N
12TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,2,2,0,13/10/2004,N
M L KING JR WAY BETWEEN E YESLER WAY AND E FIR ST,3,2,2,16/09/2004,N
NE 145TH ST BETWEEN 12TH AVE NE AND 15TH AVE NE,3,3,0,02/02/2004,N
RAINIER AVE S BETWEEN S BAYVIEW ST AND S MCCLELLAN ST,2,2,0,20/06/2004,N
BROAD ST BETWEEN 5TH AVE N AND TAYLOR AVE N,2,2,0,21/11/2004,N
1ST AVE BETWEEN CEDAR ST AND CLAY ST,0,0,0,19/12/2004,N
20TH AVE S BETWEEN S PEARL ST AND S DAWSON ST,0,0,0,30/04/2004,N
15TH AVE NW BETWEEN NW 87TH ST AND HOLMAN RD NW,0,0,0,13/09/2004,N
RAINIER AVE S BETWEEN S BRANDON ST AND S LUCILE ST,0,0,0,08/09/2004,N
11TH AVE NW AND NW 51ST ST,0,0,0,08/01/2004,N
,1,1,0,03/05/2004,N
AURORA AVE N BETWEEN N 130TH ST AND N 135TH ST,2,2,1,24/08/2004,N
1ST AVE N AND HARRISON ST,0,0,0,26/05/2004,N
S GRAHAM ST BETWEEN BEACON ER AVE S AND 28TH AVE S,10,4,3,06/03/2004,N
EVANSTON AVE N BETWEEN N 48TH ST AND N 49TH ST,2,2,0,10/04/2004,N
W MCGRAW ST BETWEEN W MCGRAW E PL AND W MCGRAW W PL,2,2,0,26/05/2004,N
SWIFT AVE S BETWEEN 18TH AVE S AND 19TH WR AVE S,2,2,1,05/02/2004,N
M L KING JR ER WAY S BETWEEN S DIRECTOR ST AND MERTON WAY S,0,0,0,16/01/2004,N
1ST AVE BETWEEN BROAD ST AND EAGLE ST,2,2,0,19/02/2004,N
BATTERY ST TUNNEL SB BETWEEN AURORA AVE N AND ALASKAN WY VI SB,1,1,0,07/03/2004,N
,0,0,0,11/03/2004,N
WESTLAKE AVE N BETWEEN HIGHLAND DR AND GALER S ST,0,0,0,13/02/2004,N
2ND AV SW TURN RD BETWEEN HIGHLAND PARK WAY SW AND 2ND AVE SW,3,2,2,27/12/2004,N
15TH AVE SW AND SW HENDERSON ST,0,0,0,18/10/2004,N
RAINIER AVE S AND S HENDERSON ST,2,2,1,30/06/2004,N
12TH AVE E AND E THOMAS ST,3,2,2,28/09/2004,N
BROOKLYN AVE NE BETWEEN NE 56TH ST AND NE RAVENNA EB BV,0,0,0,30/05/2004,N
N 46TH ST BETWEEN FREMONT AVE N AND LINDEN AVE N,1,1,0,28/05/2004,N
4TH AVE W BETWEEN W HALLADAY ST AND W RAYE ST,2,2,0,24/01/2004,N
41ST AVE SW AND SW 104TH ST,2,2,1,06/02/2004,N
4TH AVE S BETWEEN S ORCAS ST AND S MEAD ST,2,2,0,24/09/2004,N
W NICKERSON ST BETWEEN W BERTONA ST AND 3RD AVE W,1,1,1,18/10/2004,N
1ST AVE AND MARION ST,3,2,1,30/05/2004,N
LAKE CITY WAY NE BETWEEN NE 95TH ST AND NE 98TH ST,0,2,0,08/05/2004,N
WINSLOW PL N AND N ALLEN PL,2,2,0,27/07/2004,N
FREMONT AVE N BETWEEN N 43RD S ST AND N 43RD N ST,0,0,0,08/12/2004,N
MERCER ST BETWEEN MERCER SR ST AND MINOR AVE N,2,2,0,28/01/2004,N
GREENWOOD AVE N AND N 100TH ST,1,1,1,05/04/2004,N
1ST AVE BETWEEN BLANCHARD ST AND BELL ST,4,2,0,01/02/2004,N
15TH AVE NE AND NE 113TH ST,3,3,1,20/04/2004,N
8TH AVE NE BETWEEN NE 47TH ST AND NE 48TH ST,2,2,0,24/09/2004,N
14TH AVE NW AND NW 61ST ST,2,2,1,28/07/2004,N
S JACKSON ST BETWEEN M L KING JR WAY S AND 28TH AVE S,2,2,0,02/09/2004,N
7TH AVE S AND S SNOQUALMIE ST,3,3,1,14/06/2004,N
DELRIDGE WAY SW BETWEEN SW HENDERSON ST AND 20TH AVE SW,1,1,0,06/09/2004,N
RAINIER AVE S AND S GARDEN ST,2,2,0,08/05/2004,N
4TH AVE S AND S JACKSON ST,4,2,1,17/10/2004,N
1ST AVE S BETWEEN S WALKER ST AND S STACY ST,3,2,1,09/01/2004,N
WESTLAKE AVE N BETWEEN NEWELL ST AND NICKERSON ST,3,2,1,05/05/2004,N
16TH AVE BETWEEN E COLUMBIA ST AND E MARION ST,0,0,0,20/12/2004,N
SW PORTLAND ST BETWEEN 41ST AVE SW AND CALIFORNIA AVE SW,2,2,0,10/01/2004,N
E DENNY WAY BETWEEN BELLEVUE AVE AND E OLIVE WAY,3,2,0,07/05/2004,N
OLIVE WAY BETWEEN OLIVE WY ON RP AND MELROSE AVE,3,2,0,24/05/2004,N
ROOSEVELT WAY NE BETWEEN NE 80TH ST AND NE 81ST ST,1,1,0,06/06/2004,N
SENECA ST BETWEEN 5TH AVE AND 6TH AVE,0,2,0,04/04/2004,N
MONTLAKE BLVD NE AND NE PACIFIC PL,0,0,0,03/08/2004,N
2ND AVE BETWEEN BLANCHARD ST AND BELL ST,4,4,0,03/05/2004,N
NW 100TH ST BETWEEN 14TH AVE NW AND MARY AVE NW,5,3,0,04/06/2004,N
15TH AVE S BETWEEN S HOLGATE ST AND S PLUM ST,2,2,0,07/05/2004,N
10TH AVE E BETWEEN E PROSPECT ST AND E HIGHLAND DR,2,2,0,02/06/2004,N
MCKINLEY PL N BETWEEN KIRKWOOD PL N AND MERIDIAN AVE N,3,3,0,08/09/2004,N
S HENDERSON ST BETWEEN RENTON AVE S AND 46TH AVE S,2,2,0,18/10/2004,N
28TH AVE NW BETWEEN NW 74TH ST AND NW 75TH ST,0,0,0,21/11/2004,N
20TH AVE NW BETWEEN NW 77TH ST AND NW 80TH ST,2,2,0,05/03/2004,N
AURORA AVE N BETWEEN N 89TH ST AND N 90TH ST,0,0,0,25/06/2004,N
1ST AV S NB OFF RP BETWEEN 1ST AV S BR NB AND EAST MARGINAL WAY S,3,3,3,03/03/2004,N
NW MARKET ST BETWEEN NW 54TH ST AND 30TH AVE NW,0,0,0,21/08/2004,N
7TH AVE N AND THOMAS ST,2,2,0,06/08/2004,N
LAKE CITY WAY NE BETWEEN NE 85TH ST AND 20TH AVE NE,3,2,0,29/01/2004,N
GREENWOOD AVE N AND N 130TH ST,0,0,0,09/12/2004,N
SW TRENTON ST BETWEEN 25TH AVE SW AND 26TH AVE SW,2,2,1,08/10/2004,N
RENTON AVE S AND S CLOVERDALE ST,2,1,1,14/07/2004,N
ROOSEVELT WAY NE AND NE 50TH ST,2,2,0,20/09/2004,N
15TH AVE AND E HOWELL ST,2,2,0,17/06/2004,N
BOREN AVE AND OLIVE WAY,3,2,2,29/11/2004,N
ROOSEVELT WAY NE BETWEEN NE 96TH ST AND NE 97TH ST,2,2,0,02/08/2004,N
GREEN LAKE WAY N BETWEEN N 49TH ST AND N 50TH ST,2,2,0,30/06/2004,N
42ND AVE S AND RAINIER AVE S,2,2,2,24/06/2004,N
BATTERY ST TUN ON RP BETWEEN BELL ST AND ALASKAN WY VI NB,2,2,0,20/06/2004,N
ROOSEVELT WAY NE AND NE 47TH ST,3,3,1,25/05/2004,N
MERIDIAN AVE N BETWEEN N 54TH ST AND N 55TH ST,0,0,0,08/11/2004,N
SW HOLDEN ST BETWEEN 13TH AVE SW AND 14TH AVE SW,3,2,2,16/09/2004,N
PIKE ST BETWEEN 7TH AVE AND 8TH AVE,2,1,1,04/05/2004,N
PIKE ST BETWEEN 7TH AVE AND 8TH AVE,3,2,0,30/04/2004,N
SW OTHELLO ST BETWEEN FAUNTLEROY WAY SW AND BAINBRIDGE PL SW,2,2,0,07/07/2004,N
35TH AVE SW AND SW OTHELLO ST,2,2,0,21/09/2004,N
E JOHN ST BETWEEN 11TH AVE E AND 12TH AVE E,0,0,0,13/03/2004,N
NE 137TH ST BETWEEN 30TH AVE NE AND 32ND AVE NE,3,3,0,14/04/2004,N
M L KING JR WAY S BETWEEN S BAYVIEW S ST AND S MCCLELLAN ST,3,3,1,28/04/2004,N
SR509 SB BETWEEN 2ND AV SW ON RP AND 1ST AV S OFF RP,2,2,0,24/11/2004,N
N 80TH ST BETWEEN LINDEN AVE N AND AURORA AVE N,0,0,0,20/09/2004,N
15TH AVE NE BETWEEN NE 63RD ST AND NE 65TH ST,6,2,6,31/05/2004,N
7TH AVE BETWEEN STEWART ST AND VIRGINIA ST,0,0,0,01/12/2004,N
MERIDIAN AVE N BETWEEN N 46TH N ST AND N 47TH ST,2,2,0,19/09/2004,N
DENNY WAY BETWEEN STEWART ST AND MELROSE AVE,4,3,1,08/10/2004,N
20TH AVE S BETWEEN S JACKSON ST AND S JACKSON PL,2,2,1,27/07/2004,N
BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,2,2,0,08/04/2004,N
10TH AVE E BETWEEN E JOHN ST AND E THOMAS E ST,0,0,0,12/12/2004,N
BEACON WR AVE S AND S GRAHAM ST,0,0,0,14/12/2004,N
NE 54TH ST BETWEEN 46TH AVE NE AND 47TH AVE NE,2,2,0,26/11/2004,N
ELLIOTT AVE W BETWEEN W MERCER PL AND W PROSPECT ST,3,2,0,07/06/2004,N
13TH AVE AND E CHERRY ST,4,2,1,09/02/2004,N
EDGAR MARTINEZ DR S BETWEEN 4TH AVE SB OFF RP AND 4TH AVE NB OFF RP,3,2,0,17/09/2004,N
N 80TH ST BETWEEN AURORA AVE N AND STONE AVE N,0,0,0,26/08/2004,N
NE 55TH ST BETWEEN NE TULANE PL AND PRINCETON AVE NE,2,2,0,11/12/2004,N
3RD AVE NW AND NW 41ST N ST,0,0,0,20/12/2004,N
N 125TH ST BETWEEN NORTH PARK AVE N AND INTERURBAN TRL,0,0,0,19/10/2004,N
1ST AVE S BETWEEN S HOLGATE ST AND S WALKER ST,0,0,0,04/10/2004,N
56TH AVE S AND S PRENTICE ST,2,2,0,21/08/2004,N
10TH AVE E BETWEEN E REPUBLICAN ST AND E MERCER ST,4,2,0,23/03/2004,N
5TH AVE NE AND NE 80TH ST,3,2,0,10/07/2004,N
BROOKLYN AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,2,2,0,21/04/2004,N
FAUNTLEROY WAY SW BETWEEN CALIFORNIA AVE SW AND 44TH AVE SW,3,2,0,28/03/2004,N
6TH AVE S AND S SPOKANE SR ST,0,0,0,10/09/2004,N
NE 45TH ST BETWEEN MONTLAKE BLVD NE AND U VILLAGE DR,0,0,0,07/02/2006,N
DENNY WAY AND STEWART ST,3,1,1,06/03/2004,N
RENTON AVE S BETWEEN 55TH AVE S AND S NORFOLK ST,2,2,0,04/10/2004,N
DEXTER AVE N BETWEEN GARFIELD N ST AND HAYES ST,2,2,0,12/11/2004,N
7TH AVE W BETWEEN W BLAINE ST AND W HOWE ST,2,2,0,24/06/2004,N
BROOKLYN AVE NE AND NE 80TH ST,3,2,1,17/06/2004,N
FAUNTLEROY WAY SW BETWEEN SW EDMUNDS ST AND SW HUDSON ST,0,0,0,15/09/2004,N
CHERRY ST BETWEEN 7TH AVE AND 8TH AVE,0,0,0,09/02/2004,N
AURORA AVE N BETWEEN N 112TH ST AND N 115TH ST,3,2,2,06/08/2004,N
SW DAWSON ST BETWEEN 42ND AVE SW AND CALIFORNIA S AVE SW,2,2,0,10/10/2004,N
JONES AVE NW AND NW 85TH ST,2,2,0,01/07/2004,N
1ST AVE NE AND NE NORTHGATE WAY,2,2,0,05/11/2004,N
HOLLY PARK DR S BETWEEN 35TH PL S AND S MYRTLE PL,3,2,0,20/06/2004,N
RAINIER AVE S AND S ALASKA ST,2,2,0,28/07/2004,N
17TH AVE SW BETWEEN SW BARTON ST AND SW CAMBRIDGE ST,0,0,0,04/03/2004,N
,0,0,0,15/04/2004,N
MERIDIAN AVE N AND N 41ST ST,4,4,0,14/08/2004,N
BEACH DR SW BETWEEN ATLAS PL SW AND 48TH AVE SW,3,2,0,30/01/2004,N
46TH AVE S BETWEEN S KENYON E ST AND S ROSE ST,2,2,0,22/05/2004,N
12TH AVE E BETWEEN E REPUBLICAN ST AND E MERCER ST,2,2,0,05/12/2004,N
SEWARD PARK AVE S AND S CLOVERDALE ST,2,2,1,26/05/2004,N
S AUSTIN ST BETWEEN 5TH AVE S AND S RIVERSIDE DR,0,0,0,20/07/2004,N
HOLDEN ST ON RP BETWEEN S HOLDEN ST AND SR509 NB,0,0,0,07/12/2004,N
4TH AVE NE BETWEEN EAST GREEN LAKE DR N AND WOODLAWN N AVE NE,2,2,0,09/06/2004,N
39TH AVE S BETWEEN S GENESEE ST AND S OREGON ST,2,2,0,26/09/2004,N
YESLER WAY BETWEEN 8TH AVE AND BROADWAY,3,3,1,18/03/2004,N
5TH AVE AND OLIVE WAY,2,2,0,04/08/2004,N
EAST MARGINAL WAY S BETWEEN 1ST AVE S AND 1ST AV S BR SB,4,2,2,03/02/2004,N
7TH AVE NE AND NE 40TH ST,0,0,0,10/11/2004,N
38TH AVE S BETWEEN S CHARLESTOWN ST AND S ANDOVER ST,0,0,0,25/10/2004,N
N 35TH ST BETWEEN BURKE AVE N AND MERIDIAN AVE N,2,2,0,15/10/2004,N
UNIVERSITY WAY NE AND NE 45TH ST,2,1,1,15/06/2004,N
OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,0,0,0,16/06/2004,N
NE NORTHGATE WAY BETWEEN 1ST AVE NE AND NE NORTHGATE DR,3,2,0,06/04/2004,N
9TH AVE N AND JOHN ST,2,2,0,24/02/2004,N
YALE AVE N BETWEEN STEWART ST AND JOHN ST,2,2,0,13/02/2004,N
DELRIDGE WAY SW BETWEEN SW CLOVERDALE ST AND SW TRENTON ST,3,2,0,10/07/2004,N
12TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,2,2,0,21/01/2004,N
S COLUMBIAN WAY BETWEEN S SPOKANE ST AND 15TH AVS TURN RD,2,2,0,28/04/2004,N
MERCER ST AND YALE AVE N,2,2,0,10/03/2004,N
MINOR AVE N AND REPUBLICAN ST,2,2,1,15/01/2004,N
3RD AVE NW AND NW 55TH ST,3,2,1,30/09/2004,N
OCCIDENTAL AVE S AND S LANDER ST,3,2,0,06/02/2004,N
44TH AVE SW AND SW BRANDON ST,3,3,1,21/01/2004,N
RAINIER AVE S AND S ELMGROVE ST,2,2,2,20/05/2004,N
2ND AVE W AND W HARRISON ST,2,2,0,06/06/2004,N
6TH AVE NE AND NE NORTHLAKE WAY,2,2,0,12/03/2004,N
N NORTHGATE WAY BETWEEN CORLISS AVE N AND 1ST AVE NE,2,2,0,02/11/2004,N
3RD AVE NW BETWEEN NW 58TH ST AND NW 60TH ST,2,2,0,09/04/2004,N
RAINIER AVE S AND S COLLEGE S ST,2,2,0,18/06/2004,N
S ALBRO PL BETWEEN 13TH AVE S AND STANLEY AVE S,2,2,0,15/11/2004,N
HARVARD AVE E AND E ROANOKE ST,3,2,0,17/07/2004,N
BROADWAY E BETWEEN E REPUBLICAN ST AND E MERCER ST,2,2,1,27/01/2004,N
