Location,Person Count,Vehicle Count,Injuries,Date,Hit Parked Car
E PINE ST BETWEEN 10TH AVE AND 11TH AVE,3,3,1,11/10/2004,N
RENTON AVE S AND S DAKOTA ST,0,0,0,15/12/2004,N
LAKE CITY WAY NE BETWEEN NE 88TH ST AND NE 89TH ST,2,2,1,16/03/2004,N
CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,2,2,0,13/10/2004,N
BOREN AVE BETWEEN PINE ST AND OLIVE WAY,7,6,2,26/05/2004,N
4TH AV S VI BETWEEN 4TH AVE S AND 4TH AVE S,0,0,0,26/08/2004,N
61ST AVE S BETWEEN WATERS AVE S AND S PILGRIM ST,2,2,0,12/12/2004,N
WEST MARGINAL WAY SW BETWEEN WEST MARGINAL TURN RD AND MARGINAL PL SW,3,2,0,18/09/2004,N
BAGLEY AVE N BETWEEN N 35TH ST AND N 36TH ST,0,0,0,29/06/2004,N
BOREN AVE BETWEEN JAMES ST AND CHERRY ST,2,2,0,08/06/2004,N
RAINIER AVE S AND S ORCAS ST,2,2,0,09/12/2004,N
8TH AVE NE AND NE 50TH ST,2,2,0,01/11/2004,N
SW SPOKANE SR ST BETWEEN 26TH AV SW ON RP AND SW ADMIRAL SR WAY,3,3,0,19/10/2004,N
1ST AVE S BETWEEN S ATLANTIC ST AND S MASSACHUSETTS ST,0,0,0,21/01/2004,N
DENSMORE AVE N AND N 80TH W ST,3,2,3,09/04/2004,N
WEEDIN PL NE BETWEEN NE 68TH ST AND NE 69TH ST,2,2,0,28/11/2004,N
GREENWOOD AVE N AND N 145TH ST,3,2,1,03/05/2004,N
1ST AVE BETWEEN UNION ST AND PIKE ST,0,0,0,30/10/2004,N
HOLMAN RD N BETWEEN N 104TH ST AND GREENWOOD AVE N,1,1,0,02/01/2004,N
YALE AVE N BETWEEN JOHN ST AND THOMAS ST,0,0,0,23/04/2004,N
NE 75TH ST BETWEEN 9TH AVE NE AND ROOSEVELT WAY NE,2,2,0,29/03/2004,N
25TH AVE NW BETWEEN DEAD END 4 AND NW 95TH ST,2,2,0,14/10/2004,N
E JOHN ST BETWEEN 23RD AVE E AND 24TH AVE E,2,2,0,17/07/2004,N
W DRAVUS ST BETWEEN 15TH AV W SB OFF RP AND 16TH AVE W,0,0,0,18/11/2004,N
NE 45TH ST BETWEEN 19TH AVE NE AND 20TH AVE NE,1,1,1,10/04/2004,N
E DENNY WAY BETWEEN MELROSE AVE AND BELLEVUE AVE,2,2,0,16/09/2004,N
N 87TH ST BETWEEN DAYTON AVE N AND EVANSTON AVE N,0,0,0,15/12/2004,N
NE 75TH ST BETWEEN 34TH AVE NE AND 35TH AVE NE,0,0,0,15/12/2004,N
W EMERSON ST BETWEEN 15TH AVE W AND 15TH EMERSON RP,0,0,0,03/10/2004,N
TROLL AVE N BETWEEN N 34TH ST AND N 35TH ST,3,2,0,23/06/2004,N
9TH AVE BETWEEN SPRING ST AND SENECA ST,2,2,0,28/05/2004,N
2ND AVE AND BROAD ST,8,2,2,04/04/2004,N
CLISE PL W BETWEEN MAGNOLIA BLVD W AND W CROCKETT ST,3,2,2,25/08/2004,N
9TH AVE N BETWEEN JOHN ST AND THOMAS ST,0,0,0,07/01/2004,N
15TH AVE NW BETWEEN NW 64TH ST AND NW 65TH ST,0,0,0,22/10/2004,N
RAINIER AVE S BETWEEN S CARVER ST AND S KEPPLER ST,3,1,0,03/12/2004,N
9TH AVE AND CHERRY ST,0,0,0,30/09/2004,N
BELMONT AVE E BETWEEN BELMONT PL E AND SUMMIT S AVE E,1,1,0,30/01/2004,N
24TH AVE NW AND NW 85TH ST,5,2,0,08/03/2004,N
1ST AVE BETWEEN STEWART ST AND VIRGINIA ST,0,0,0,16/12/2004,N
15TH AVE S BETWEEN S HINDS ST AND S SPOKANE ST,2,2,0,10/11/2004,N
21ST AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,2,2,0,09/06/2004,N
W DRAVUS ST BETWEEN 29TH AVE W AND 30 UPPER AVE W,1,1,1,28/01/2004,N
N 130TH ST BETWEEN FREMONT AVE N AND LINDEN AVE N,3,2,1,20/04/2004,N
RAVENNA AVE NE BETWEEN NE 55TH ST AND RAVENNA PL NE,2,2,0,16/06/2004,N
5TH AVE BETWEEN WALL ST AND VINE ST,0,0,0,07/06/2004,N
UNIVERSITY WAY NE AND NE 45TH ST,5,2,0,04/12/2004,N
SW ROXBURY ST BETWEEN 35TH AVE SW AND 36TH AVE SW,0,0,0,18/12/2004,N
M L KING JR WR WAY S BETWEEN S HENDERSON ST AND S FAIRBANKS ST,2,2,2,18/11/2004,N
4TH AVE AND UNIVERSITY ST,2,2,0,06/05/2004,N
25TH AVE NE AND NE 65TH ST,3,2,1,17/09/2004,N
4TH AVE BETWEEN STEWART ST AND VIRGINIA ST,0,0,0,26/12/2004,N
3RD AVE NW BETWEEN NW 75TH ST AND NW 76TH ST,2,2,0,07/11/2004,N
9TH AVE N AND MERCER SR ST,2,2,0,17/10/2004,N
CALIFORNIA AVE SW BETWEEN SW ADMIRAL WAY AND SW LANDER ST,3,2,1,21/10/2004,N
NW MARKET ST BETWEEN 28TH AVE NW AND NW 54TH ST,0,0,0,08/11/2004,N
SW DAWSON ST BETWEEN 18TH AVE SW AND 21ST AVE SW,3,2,0,13/10/2004,N
16TH AVE S BETWEEN S HORTON ST AND S HINDS ST,0,0,0,29/12/2004,N
MAYFAIR AVE N BETWEEN NEWELL ST AND FULTON ST,2,2,0,21/09/2004,N
PALATINE AVE N BETWEEN N 85TH ST AND N 87TH ST,2,2,0,16/03/2004,N
RAINIER AVE S BETWEEN S ADAMS ST AND S GENESEE N ST,2,2,0,18/07/2004,N
NW 63RD ST BETWEEN 11TH AVE NW AND 14TH AVE NW,3,1,1,25/07/2004,N
5TH AVE N AND BROAD ST,0,0,0,16/06/2004,N
44TH AVE S AND S WILLOW ST,3,2,2,10/01/2004,N
LAKE CITY WAY NE AND NE 140TH ST,3,2,1,20/03/2004,N
EASTLAKE AVE E BETWEEN PROSPECT ST AND E NELSON PL,1,1,1,02/01/2004,N
BOREN AVE AND SENECA ST,2,2,0,08/09/2004,N
42ND AVE SW AND SW OREGON ST,0,0,0,08/12/2004,N
ROOSEVELT WAY NE BETWEEN NE 125TH N ST AND NE 127TH ST,2,2,1,07/12/2004,N
NE 83RD ST BETWEEN 8TH AVE NE AND ROOSEVELT WAY NE,0,0,0,08/10/2004,N
8TH AVE N BETWEEN NEWTON ST AND CROCKETT ST,0,0,0,04/01/2004,N
15TH AVE S BETWEEN S BENNETT ST AND S LUCILE ST,2,2,0,24/11/2004,N
ROOSEVELT WAY NE BETWEEN NE 90TH ST AND NE 91ST ST,0,0,0,09/01/2004,N
3RD AVE AND LENORA ST,0,0,0,17/07/2004,N
31ST AVE W BETWEEN W THURMAN ST AND W ELMORE ST,2,2,0,24/11/2004,N
REPUBLICAN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,2,2,0,08/05/2004,N
10TH AVE E AND E MILLER ST,4,4,0,15/11/2004,N
ALASKAN WY VI SB BETWEEN ALASKAN WY VI SB EFR OFF RP AND S HOLGATE ST,2,2,0,02/09/2004,N
35TH AVE S AND S HORTON ST,2,2,0,30/10/2004,N
ALASKAN WY VI NB BETWEEN S HOLGATE ST AND SR99 REPUBLICAN OFF RP,5,4,4,05/10/2004,N
21ST AVE NE AND NE 75TH ST,0,2,0,31/03/2004,N
20TH AVE SW BETWEEN SW HOLDEN ST AND SW KENYON ST,2,2,0,25/09/2004,N
QUEEN ANNE AVE N BETWEEN BOSTON ST AND MCGRAW ST,2,2,0,12/01/2004,N
15TH AVE W BETWEEN W WHEELER ST AND GILMAN DR W,2,2,0,12/03/2004,N
ROY ST BETWEEN 1ST AVE N AND WARREN AVE N,6,3,3,14/07/2004,N
MIDVALE AVE N BETWEEN N NORTHGATE WAY AND N 107TH ST,2,2,0,30/05/2004,N
15TH AVE E BETWEEN E REPUBLICAN S ST AND E REPUBLICAN N ST,2,2,0,03/04/2004,N
E JEFFERSON ST BETWEEN 20TH AVE AND 21ST AVE,4,4,0,16/06/2004,N
WESTERN AVE W BETWEEN ELLIOTT ER AVE W AND 3RD AVE W,10,4,1,09/01/2004,N
6TH AVE W AND W MCGRAW ST,2,2,1,16/07/2004,N
W EMERSON ST BETWEEN W BERTONA ST AND 6TH AVE W,0,0,0,24/10/2004,N
E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,2,2,0,19/03/2004,N
BOYLSTON AVE BETWEEN E HOWELL N ST AND E DENNY WAY,1,1,0,03/10/2004,N
CORLISS AVE N AND N NORTHGATE WAY,2,2,1,14/04/2004,N
BROAD ST BETWEEN 3RD AVE AND DENNY WAY,2,2,0,07/02/2004,N
NW 85TH ST BETWEEN 11TH AVE NW AND 12TH AVE NW,3,3,0,22/04/2004,N
PHINNEY AVE N BETWEEN N 36TH ST AND N 39TH ST,2,2,0,02/09/2004,N
LAKE CITY WAY NE BETWEEN NE 110TH ST AND NE NORTHGATE WAY,4,4,1,28/05/2004,N
SW SPOKANE BR BETWEEN SW SPOKANE E ST AND SW SPOKANE W ST,6,6,0,19/03/2004,N
SEAVIEW AVE NW AND NW 61ST ST,2,1,1,14/06/2004,N
34TH AVE BETWEEN E HOWELL ST AND E DENNY WAY,0,0,0,17/09/2004,N
N 80TH ST BETWEEN BURKE AVE N AND STROUD W AVE N,0,0,0,14/12/2004,N
38TH AVE S BETWEEN S SPOKANE ST AND S COURT ST,0,0,0,25/09/2004,N
E YESLER WAY BETWEEN 12TH AVE AND 13TH AVE,2,2,0,20/05/2004,N
FAUNTLEROY WAY SW BETWEEN SW OREGON ST AND 38TH AVE SW,3,2,1,16/01/2004,N
NE 65TH ST BETWEEN 31ST E AVE NE AND 32ND W AVE NE,0,0,0,23/10/2004,N
12TH AVE BETWEEN E FIR ST AND E SPRUCE ST,5,3,0,20/04/2004,N
SW STEVENS ST BETWEEN 59TH AVE SW AND 60TH AVE SW,2,2,0,22/04/2004,N
15TH AVE NE BETWEEN NE 137TH ST AND NE 140TH ST,1,1,1,30/03/2004,N
AIRPORT WAY S BETWEEN 8TH AVE S AND S LUCILE ST,0,0,0,21/08/2004,N
13TH AVE S BETWEEN S LANDER ST AND S MCCLELLAN ST,1,1,1,26/07/2004,N
E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,0,0,0,27/06/2004,N
ROSLYN PL N AND N 143RD ST,2,2,1,25/03/2004,N
DELRIDGE WAY SW BETWEEN SW THISTLE ST AND SW CLOVERDALE ST,2,2,0,04/06/2004,N
1ST AVE S AND S SPOKANE SR ST,2,2,2,08/04/2004,N
DAYTON AVE N BETWEEN N 81ST ST AND N 82ND ST,2,2,0,26/06/2004,N
NE 57TH ST BETWEEN LATONA AVE NE AND 5TH AVE NE,0,0,0,13/07/2004,N
1ST AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,0,0,0,21/08/2004,N
NW 85TH ST BETWEEN 10TH AVE NW AND 11TH AVE NW,0,0,0,23/12/2004,N
LAKE CITY WAY NE BETWEEN NE 98TH ST AND NE 100TH ST,2,2,1,28/10/2004,N
14TH AVE W AND W NEWTON ST,4,2,0,17/08/2004,N
NE NORTHGATE WAY BETWEEN 8TH AVE NE AND ROOSEVELT WAY NE,3,2,2,27/03/2004,N
14TH AVE W AND GILMAN DR W,0,0,0,27/10/2004,N
38TH AVE S AND S ANDOVER ST,3,2,1,23/08/2004,N
ROOSEVELT WAY NE AND NE 41ST ST,3,2,0,05/03/2004,N
ROOSEVELT WAY NE BETWEEN NE 91ST ST AND NE 92ND ST,3,2,0,28/10/2004,N
SW KENYON PL BETWEEN DEAD END AND FAUNTLEROY WAY SW,2,2,0,10/03/2004,N
22ND AVE NE BETWEEN NE 143RD ST AND NE 145TH ST,2,2,0,01/02/2004,N
FAIRVIEW AVE N AND FAIRVIEW AV OFF RP,0,0,0,01/04/2004,N
,0,0,0,10/07/2004,N
47TH AVE S BETWEEN S GRAHAM ST AND S MORGAN ST,2,2,0,29/05/2004,N
BEACON WR AVE S AND S ROSE ST,2,2,1,25/04/2004,N
WALLINGFORD AVE N BETWEEN N 85TH ST AND N 88TH ST,0,0,0,16/04/2004,N
SW KLICKITAT SR WAY BETWEEN SW SPOKANE ST AND 11TH CR AVE SW,2,2,0,25/01/2004,N
BOYLSTON AVE E AND E OLIVE E WAY,4,2,0,31/08/2004,N
U VILLAGE DR AND NE 45TH ST,4,2,2,30/01/2004,N
38TH AVE S BETWEEN S CLOVERDALE ST AND S TRENTON ST,1,1,0,08/10/2004,N
M L KING JR ER WAY S BETWEEN S DAKOTA ST AND S ADAMS ST,2,2,0,17/04/2004,N
15TH AVE E BETWEEN E HARRISON N ST AND E REPUBLICAN S ST,2,2,0,29/06/2004,N
CALIFORNIA AVE SW AND SW COLLEGE ST,2,2,0,25/06/2004,N
35TH AVE NE AND NE 95TH ST,2,2,0,08/10/2004,N
HOLMAN RD NW BETWEEN 4TH AVE NW AND 3RD AVE NW,3,2,0,31/08/2004,N
15TH AVE NW AND NW MARKET ST,0,0,0,05/11/2004,N
20TH AVE NE AND LAKE CITY WAY NE,3,2,0,05/12/2004,N
FAUNTLEROY WAY SW BETWEEN SW RAYMOND ST AND SW GRAHAM ST,2,2,0,01/04/2004,N
NW 64TH ST BETWEEN 17TH AVE NW AND 20TH AVE NW,0,0,0,15/06/2004,N
AURORA AVE N BETWEEN N 140TH ST AND N 141ST ST,2,2,0,08/10/2004,N
AURORA AVE N BETWEEN N 117TH PL AND N 125TH ST,3,3,0,13/04/2004,N
NE 72ND ST BETWEEN WOODLAWN AVE NE AND 5TH AVE NE,2,2,0,02/09/2004,N
15TH AVE NW BETWEEN NW 75TH ST AND NW 77TH ST,0,0,0,16/09/2004,N
STURGUS AVE S BETWEEN S JUDKINS ST AND S ATLANTIC ST,2,2,0,07/03/2004,N
SAND POINT WAY NE BETWEEN NE 65TH ST AND NE 70TH ST,2,2,0,06/02/2004,N
14TH AVE NW AND NW 57TH ST,13,2,6,26/03/2004,N
W GOVERNMENT WAY BETWEEN 32ND N AVE W AND 32ND S AVE W,1,1,1,17/04/2004,N
NE 65TH ST BETWEEN 25TH AVE NE AND 26TH AVE NE,0,0,0,28/02/2004,N
CALIFORNIA AVE SW BETWEEN SW GRAHAM ST AND SW EDDY ST,4,3,0,28/05/2004,N
GREENWOOD AVE N AND N 87TH ST,2,2,0,01/02/2004,N
21ST AVE BETWEEN E TERRACE ST AND E JEFFERSON ST,2,2,0,17/05/2004,N
N 85TH ST BETWEEN AURORA AVE N AND NESBIT AVE N,5,3,1,12/02/2004,N
145TH ST ON RP AND NE 145TH ST,0,0,0,28/07/2004,N
SW BARTON ST BETWEEN SW BARTON PL AND 25TH AVE SW,2,2,0,18/05/2004,N
MERCER ST AND TAYLOR AVE N,2,2,0,24/08/2004,N
PINEHURST WAY NE BETWEEN NE 113TH ST AND NE 114TH S ST,2,2,2,27/05/2004,N
HARVARD AVE BETWEEN E PINE ST AND E OLIVE ST,0,0,0,06/11/2004,N
MERCER SR ST BETWEEN BOREN AVE N AND FAIRVIEW N AVE N,0,0,0,24/06/2004,N
GREENWOOD AVE N BETWEEN N 84TH ST AND N 85TH ST,0,0,0,10/11/2004,N
15TH AVE NE BETWEEN NE 62ND ST AND NE 63RD ST,2,2,0,17/05/2004,N
S JACKSON ST BETWEEN 6TH AVE S AND MAYNARD AVE S,2,2,0,25/08/2004,N
30TH AVE NE BETWEEN NE 60TH W ST AND NE 62ND ST,0,0,0,08/03/2004,N
RAINIER AVE S BETWEEN S OREGON ST AND S ALASKA ST,5,3,0,06/08/2004,N
14TH AVE NW BETWEEN NW 90TH ST AND HOLMAN RD NW,4,2,0,17/01/2004,N
LAKE CITY WAY NE BETWEEN 30TH N AVE NE AND 31ST AVE NE,3,2,2,11/07/2004,N
LAKE CITY WAY NE AND NE NORTHGATE WAY,3,2,0,14/04/2004,N
36TH AVE NE BETWEEN NE 120TH ST AND NE 123RD ST,1,1,0,13/06/2004,N
WESTERN AVE BETWEEN EAGLE ST AND BAY ST,2,2,0,07/04/2004,N
FAIRVIEW AVE N AND HARRISON ST,2,1,1,16/12/2004,N
NW 73RD ST BETWEEN 25TH AVE NW AND 26TH AVE NW,0,0,0,19/12/2004,N
2ND AVE AND JAMES ST,8,4,3,21/03/2004,N
NW 62ND ST BETWEEN 1ST AVE NW AND SYCAMORE AVE NW,2,2,0,24/10/2004,N
S ORCHARD ST BETWEEN RAINIER AVE S AND ORCHARD N PL S,1,1,0,15/03/2004,N
40TH AVE SW AND SW ALASKA ST,2,2,0,19/11/2004,N
RAINIER AVE S AND S DAKOTA ST,2,2,0,07/07/2004,N
ELLIOTT AVE W BETWEEN W HARRISON ST AND 6TH AVE W,2,2,0,13/02/2004,N
PINEHURST WAY NE AND NE 115TH ST,36,2,0,20/04/2004,N
39TH AVE SW AND SW GENESEE ST,0,0,0,17/03/2004,N
OLIVE WAY BETWEEN TERRY AVE AND BOREN AVE,4,4,0,14/10/2004,N
UNIVERSITY WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,2,2,0,05/09/2004,N
24TH AVE S AND S EDDY ST,4,3,3,18/05/2004,N
N 105TH ST BETWEEN WHITMAN AVE N AND AURORA AVE N,2,2,0,14/11/2004,N
47TH AVE S BETWEEN DEAD END 2 AND S ROSE ST,1,1,0,19/03/2004,N
EAST GREEN LAKE DR N BETWEEN BAGLEY AVE N AND MERIDIAN AVE N,2,2,1,23/05/2004,N
GREENWOOD AVE N BETWEEN N 80TH ST AND N 81ST ST,0,0,0,20/01/2004,N
BOREN AVE N AND MERCER SR ST,2,1,1,27/09/2004,N
FAUNTLEROY WAY SW BETWEEN SW RAYMOND ST AND SW GRAHAM ST,0,0,0,09/12/2004,N
W RAYE ST BETWEEN DEAD END 1 AND 15TH AVE W,2,2,0,22/06/2004,N
E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,2,2,0,12/02/2004,N
17TH AVE SW AND SW BARTON ST,4,1,0,29/11/2004,N
M L KING JR WAY S BETWEEN S WASHINGTON ST AND S JACKSON ST,2,2,1,25/03/2004,N
AURORA AVE N BETWEEN WINONA AVE N AND N 75TH ST,2,2,2,09/07/2004,N
S MYRTLE ST BETWEEN SEWARD PARK AVE S AND BRIGHTON LN S,0,0,0,23/12/2004,N
21ST AVE E BETWEEN E ALOHA ST AND E PROSPECT ST,2,2,0,11/09/2004,N
SW ROXBURY ST BETWEEN 10TH AVE SW AND 11TH AVE SW,2,2,2,05/12/2004,N
ROOSEVELT WAY NE AND NE 45TH ST,3,2,0,31/03/2004,N
NE 65TH ST BETWEEN 20TH AVE NE AND 21ST W AVE NE,0,3,0,28/07/2004,N
7TH AVE N BETWEEN THOMAS ST AND HARRISON ST,4,2,0,09/05/2004,N
M L KING JR ER WAY S BETWEEN S OTHELLO ST AND RENTON S AVE S,5,2,0,07/03/2004,N
LINDEN AVE N AND N 105TH ST,0,0,0,16/10/2004,N
NE 145TH ST BETWEEN 17TH AVE NE AND 19TH AVE NE,3,3,2,10/10/2004,N
NE 45TH ST BETWEEN 18TH AVE NE AND 19TH AVE NE,2,1,1,07/11/2004,N
39TH AVE BETWEEN E OLIVE ST AND E HOWELL ST,2,2,0,10/03/2004,N
MADISON ST BETWEEN BOREN AVE AND MINOR AVE,2,1,1,30/04/2004,N
17TH AVE NE AND NE 137TH ST,2,2,0,08/03/2004,N
32ND AVE W AND W THURMAN ST,3,2,1,27/02/2004,N
NW CENTRAL PL BETWEEN TALLMAN AVE NW AND RUSSELL AVE NW,2,2,0,21/01/2004,N
M L KING JR ER WAY S BETWEEN S WARSAW ST AND S HOLLY ST,3,2,0,17/08/2004,N
FAUNTLEROY WAY SW BETWEEN SW OREGON ST AND 38TH AVE SW,3,2,0,22/01/2004,N
FREMONT AVE N AND N 34TH ST,2,1,0,29/06/2004,N
SW ADMIRAL WAY BETWEEN 47TH AVE SW AND 48TH AVE SW,0,0,0,24/11/2004,N
24TH AVE NE BETWEEN LAKE CITY WAY NE AND NE NORTHGATE WAY,2,2,0,02/09/2004,N
AURORA AVE N BETWEEN N 141ST ST AND N 143RD ST,3,2,0,13/12/2004,N
NE 43RD ST BETWEEN LATONA AVE NE AND 4TH AVE NE,2,2,0,04/07/2004,N
TERRY AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,2,2,0,27/05/2004,N
FAUNTLEROY WAY SW BETWEEN SW AUSTIN ST AND SW KENYON ST,2,2,1,09/07/2004,N
EAST MARGINAL WAY S BETWEEN S WILLOW ST AND CORSON AVE S,2,2,0,06/05/2004,N
E MADISON ST BETWEEN 22ND AVE E AND 23RD AVE E,0,0,0,23/02/2004,N
SW YANCY ST BETWEEN 26TH AVE SW AND DEAD END 2,0,0,0,01/11/2004,N
BANNER WAY NE AND NE 80TH ST,4,2,0,16/02/2004,N
ROOSEVELT WAY NE AND NE 80TH ST,0,0,0,05/11/2004,N
N 130TH ST BETWEEN AURORA AVE N AND STONE AVE N,0,0,0,10/01/2004,N
AURORA AVE N BETWEEN N 109TH ST AND N 112TH ST,3,3,1,09/01/2004,N
12TH AVE BETWEEN E HOWELL ST AND E DENNY WAY,2,2,0,16/09/2004,N
WINONA AVE N BETWEEN AURORA AVE N AND STONE AVE N,3,2,0,20/06/2004,N
EASTLAKE AVE NE BETWEEN ROOSEVELT WAY NE AND NE 41ST ST,0,0,0,24/02/2004,N
DAYTON AVE N BETWEEN N 112TH ST AND N 115TH ST,2,2,0,29/09/2004,N
15TH AVE NW BETWEEN NW 83RD ST AND NW 85TH ST,3,3,0,14/01/2004,N
12TH AVE AND E HOWELL ST,2,2,0,06/08/2004,N
WALL ST AND WESTERN AVE,2,2,1,05/06/2004,N
10TH AVE BETWEEN E MADISON ST AND E SENECA ST,0,0,0,14/03/2004,N
STONE WAY N BETWEEN N LUCAS PL AND N 41ST S ST,2,2,0,08/09/2004,N
3RD AVE AND DENNY WAY,4,2,1,28/05/2004,N
3RD AVE W BETWEEN W LEE ST AND W GALER E ST,2,2,0,08/06/2004,N
N NORTHGATE WAY BETWEEN BURKE AVE N AND MERIDIAN AVE N,0,0,0,07/01/2004,N
35TH AVE NE AND NE 86TH ST,0,0,0,09/12/2004,N
M L KING JR WAY BETWEEN TEMPLE PL AND E CHERRY ST,4,2,2,07/03/2004,N
25TH AVE NE AND NE 75TH ST,2,2,0,27/01/2004,N
CALIFORNIA AVE SW BETWEEN SW BARTON ST AND SW BRACE POINT E DR,0,0,0,10/06/2004,N
FAIRVIEW AVE N BETWEEN DENNY WAY AND JOHN ST,4,2,0,02/10/2004,N
W BOSTON ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,0,0,0,06/04/2004,N
SW TRENTON ST BETWEEN 26TH AVE SW AND 28TH AVE SW,0,0,0,24/11/2004,N
SW FRONT ST AND WEST MARGINAL WAY SW,3,2,0,23/11/2004,N
M L KING JR WAY S BETWEEN S WASHINGTON ST AND S JACKSON ST,0,0,0,14/09/2004,N
BELLEVUE AVE BETWEEN E PIKE ST AND E PINE ST,3,2,0,12/03/2004,N
23RD AVE AND E CHERRY ST,6,2,1,27/02/2004,N
NW 57TH ST BETWEEN 17TH AVE NW AND 20TH AVE NW,0,0,0,27/03/2004,N
JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,2,1,0,08/11/2004,N
EAST MARGINAL WAY S BETWEEN 14TH AVE S AND 16TH AVE S,3,2,1,16/11/2004,N
23RD PL NE AND NE 135TH ST,0,1,0,28/02/2004,N
RAINIER AVE S AND S FISHER PL,0,0,0,10/06/2004,N
12TH AVE NW BETWEEN NW 65TH ST AND NW 67TH ST,0,0,0,29/08/2004,N
LAKE CITY WAY NE AND NE 80TH ST,2,2,0,15/05/2004,N
AURORA AVE N AND N 88TH N ST,2,2,0,18/06/2004,N
2ND AVE N AND MERCER ST,6,2,4,28/05/2004,N
15TH AVE S AND S FERDINAND ST,2,2,0,07/04/2004,N
BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,2,2,0,29/04/2004,N
NE 80TH ST BETWEEN 8TH AVE NE AND ROOSEVELT WAY NE,0,0,0,30/12/2004,N
YALE AVE E BETWEEN E LOUISA ST AND E ROANOKE ST,2,2,0,19/03/2004,N
24TH AVE NW AND NW 67TH ST,4,2,0,26/08/2004,N
M L KING JR WR WAY S AND S OTHELLO ST,2,2,0,04/06/2004,N
35TH AVE SW BETWEEN SW HENDERSON ST AND SW BARTON ST,3,2,0,02/02/2004,N
3RD AVE AND UNIVERSITY ST,2,1,1,04/05/2004,N
E HOWELL ST BETWEEN 33RD AVE AND 34TH AVE,2,2,0,24/11/2004,N
MONTLAKE BLVD NE BETWEEN NE PACIFIC PL AND 25TH AVE NE,4,2,0,17/05/2004,N
BELLEVUE AVE E BETWEEN E ROY ST AND BELLEVUE PL E,4,4,2,22/10/2004,N
QUEEN ANNE AVE N BETWEEN VALLEY ST AND ALOHA ST,2,2,1,08/06/2004,N
48TH AVE SW AND SW SPOKANE ST,2,1,1,22/08/2004,N
S DEARBORN ST BETWEEN DEARBORN PL S AND RAINIER AVE S,2,2,0,12/01/2004,N
1ST AVE S AND S JACKSON ST,3,2,0,08/02/2004,N
DELRIDGE WAY SW AND SW THISTLE ST,3,2,0,24/06/2004,N
DAYTON AVE N AND N 105TH ST,3,2,2,20/05/2004,N
NE 45TH ST BETWEEN THACKERAY PL NE AND LATONA AVE NE,1,1,0,24/06/2004,N
E MADISON ST BETWEEN BROADWAY CT AND 10TH AVE,2,2,1,01/01/2004,N
21ST AVE NW AND NW 67TH ST,4,1,1,14/08/2004,N
INTERLAKE AVE N AND N NORTHGATE WAY,3,3,0,21/08/2004,N
GREENWOOD AVE N AND N 107TH ST,4,2,1,18/05/2004,N
LAKESIDE AVE S BETWEEN S DEARBORN ST AND S CHARLES ST,2,2,0,19/10/2004,N
8TH AVE NW AND NW 130TH ST,2,2,0,30/06/2004,N
S COLUMBIAN WAY AND S OREGON W ST,0,0,0,05/10/2004,N
M L KING JR WR WAY S BETWEEN S LUCILE ST AND S FINDLAY ST,8,3,1,04/12/2004,N
6TH AVE AND JAMES ST,3,2,0,03/10/2004,N
AURORA BR BETWEEN RAYE ST AND BRIDGE WAY N,0,0,0,14/08/2004,N
BEACON WR AVE S BETWEEN S SPENCER ST AND S GRAHAM ST,2,2,0,11/05/2004,N
N 85TH ST BETWEEN BURKE AVE N AND MERIDIAN AVE N,2,2,1,30/09/2004,N
RAYE LOWER ST BETWEEN 4TH AVE N AND 6TH AVE N,2,2,0,14/10/2004,N
LAKE CITY WAY NE AND NE 98TH ST,2,2,2,12/02/2004,N
BLANCHARD ST BETWEEN 5TH AVE AND 6TH AVE,2,2,0,02/01/2004,N
,2,2,0,09/04/2004,N
M L KING JR WR WAY S AND S CLOVERDALE ST,0,0,0,01/11/2004,N
AURORA AVE N AND N 77TH ST,3,2,1,26/05/2004,N
QUEEN ANNE AVE N AND W ROY ST,2,2,0,05/02/2004,N
N 34TH ST BETWEEN N NORTHLAKE PL AND CARR PL N,2,1,0,24/10/2004,N
6TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,2,2,0,20/03/2004,N
NE 145TH ST BETWEEN 4TH AVE NE AND 145TH ST ON RP,2,2,0,28/09/2004,N
AURORA AVE N AND N 115TH ST,2,2,0,28/07/2004,N
DENNY WAY BETWEEN 2ND AVE AND 3RD AVE,4,2,0,30/10/2004,N
15TH AVE W BETWEEN GILMAN UPPER DR W AND W ARMOUR ST,4,3,2,07/01/2004,N
12TH AVE AND E ALDER ST,3,2,0,14/06/2004,N
25TH AVE E AND E MADISON ST,5,3,0,29/06/2004,N
14TH AVE E BETWEEN E DENNY WAY AND E JOHN ST,0,0,0,14/04/2004,N
